YYYY-MM-DD hh:mm:ss	Bx(nT)	By(nT)
2003-10-31 00:46:00	-448.83	-173.90
2003-10-31 00:47:00	-499.43	-247.60
2003-10-31 00:48:00	-504.03	-312.60
2003-10-31 00:49:00	-515.33	-347.90
2003-10-31 00:50:00	-569.63	-387.70
2003-10-31 00:51:00	-555.03	-438.30
2003-10-31 00:52:00	-528.93	-431.40
2003-10-31 00:53:00	-447.13	-473.50
2003-10-31 00:54:00	-406.03	-434.80
2003-10-31 00:55:00	-415.43	-413.80
2003-10-31 00:56:00	-396.13	-431.00
2003-10-31 00:57:00	-430.33	-420.10
2003-10-31 00:58:00	-433.73	-373.70
2003-10-31 00:59:00	-419.73	-343.90
2003-10-31 01:00:00	-378.13	-317.90
2003-10-31 01:01:00	-399.63	-264.80
2003-10-31 01:02:00	-385.83	-234.80
2003-10-31 01:03:00	-358.83	-195.50
2003-10-31 01:04:00	-354.33	-155.10
2003-10-31 01:05:00	-330.53	-142.60
2003-10-31 01:06:00	-312.83	-137.50
2003-10-31 01:07:00	-341.33	-139.20
2003-10-31 01:08:00	-350.33	-107.10
2003-10-31 01:09:00	-391.03	-97.20
2003-10-31 01:10:00	-394.73	-112.50
2003-10-31 01:11:00	-363.03	-128.40
2003-10-31 01:12:00	-336.93	-120.10
2003-10-31 01:13:00	-291.73	-127.30
2003-10-31 01:14:00	-246.73	-127.60
2003-10-31 01:15:00	-228.33	-95.10
2003-10-31 01:16:00	-243.73	-93.00
2003-10-31 01:17:00	-239.13	-79.30
2003-10-31 01:18:00	-238.33	-67.50
2003-10-31 01:19:00	-237.33	-74.70
2003-10-31 01:20:00	-257.63	-87.40
2003-10-31 01:21:00	-258.03	-76.70
2003-10-31 01:22:00	-216.23	-97.40
2003-10-31 01:23:00	-193.53	-108.40
2003-10-31 01:24:00	-206.93	-95.60
2003-10-31 01:25:00	-175.93	-87.60
2003-10-31 01:26:00	-175.63	-70.90
2003-10-31 01:27:00	-144.73	-48.70
2003-10-31 01:28:00	-115.63	-36.60
2003-10-31 01:29:00	-119.63	-40.60
2003-10-31 01:30:00	-135.23	-26.40
2003-10-31 01:31:00	-118.33	-23.60
2003-10-31 01:32:00	-63.33	-50.70
2003-10-31 01:33:00	-69.13	-41.30
2003-10-31 01:34:00	-18.23	-60.20
2003-10-31 01:35:00	-11.53	-59.40
2003-10-31 01:36:00	29.67	-46.40
2003-10-31 01:37:00	40.37	-24.60
2003-10-31 01:38:00	24.37	-18.90
2003-10-31 01:39:00	1.37	-2.90
2003-10-31 01:40:00	-14.63	4.90
2003-10-31 01:41:00	-27.33	-17.50
2003-10-31 01:42:00	-62.03	-29.00
2003-10-31 01:43:00	-66.33	-36.40
2003-10-31 01:44:00	-70.03	-45.70
2003-10-31 01:45:00	-90.73	-45.60
2003-10-31 01:46:00	-79.53	-46.80
2003-10-31 01:47:00	-88.93	-42.90
2003-10-31 01:48:00	-91.83	-41.80
2003-10-31 01:49:00	-82.53	-31.80
2003-10-31 01:50:00	-83.63	-11.70
2003-10-31 01:51:00	-61.23	-7.20
2003-10-31 01:52:00	-58.43	3.20
2003-10-31 01:53:00	-47.63	2.50
2003-10-31 01:54:00	-52.93	3.10
2003-10-31 01:55:00	-53.23	16.20
2003-10-31 01:56:00	-41.23	10.60
2003-10-31 01:57:00	-33.93	6.80
2003-10-31 01:58:00	-26.93	12.60
2003-10-31 01:59:00	-33.43	15.40
2003-10-31 02:00:00	-32.43	14.30
2003-10-31 02:01:00	-43.43	20.40
2003-10-31 02:02:00	-35.43	19.40
2003-10-31 02:03:00	-24.03	11.80
2003-10-31 02:04:00	-19.83	18.00
2003-10-31 02:05:00	-31.93	24.80
2003-10-31 02:06:00	-6.73	18.90
2003-10-31 02:07:00	-22.43	14.50
2003-10-31 02:08:00	-39.33	17.00
2003-10-31 02:09:00	-14.73	15.70
2003-10-31 02:10:00	-16.13	-0.60
2003-10-31 02:11:00	-67.63	-7.80
2003-10-31 02:12:00	2.57	-16.80
2003-10-31 02:13:00	36.57	-14.90
2003-10-31 02:14:00	0.87	-67.20
2003-10-31 02:15:00	-36.33	-34.50
2003-10-31 02:16:00	-46.63	14.70
2003-10-31 02:17:00	-64.13	-10.40
2003-10-31 02:18:00	-143.83	25.30
2003-10-31 02:19:00	-107.03	31.40
2003-10-31 02:20:00	-42.13	26.60
2003-10-31 02:21:00	-32.53	30.10
2003-10-31 02:22:00	-98.43	45.70
2003-10-31 02:23:00	-79.03	33.80
2003-10-31 02:24:00	-40.43	39.50
2003-10-31 02:25:00	-93.23	74.70
2003-10-31 02:26:00	-112.73	51.60
2003-10-31 02:27:00	-56.53	45.80
2003-10-31 02:28:00	-13.53	47.20
2003-10-31 02:29:00	-40.23	47.10
2003-10-31 02:30:00	-61.93	60.30
2003-10-31 02:31:00	-56.43	64.80
2003-10-31 02:32:00	-56.43	61.60
2003-10-31 02:33:00	-61.93	66.40
2003-10-31 02:34:00	-19.23	58.50
2003-10-31 02:35:00	37.47	39.10
2003-10-31 02:36:00	23.07	36.90
2003-10-31 02:37:00	9.97	45.20
2003-10-31 02:38:00	27.57	33.40
2003-10-31 02:39:00	14.57	28.90
2003-10-31 02:40:00	-1.03	27.40
2003-10-31 02:41:00	-6.63	31.30
2003-10-31 02:42:00	-1.43	37.80
2003-10-31 02:43:00	22.07	26.00
2003-10-31 02:44:00	26.97	18.40
2003-10-31 02:45:00	15.27	17.60
2003-10-31 02:46:00	4.07	20.60
2003-10-31 02:47:00	-10.23	28.60
2003-10-31 02:48:00	0.97	28.60
2003-10-31 02:49:00	15.87	26.60
2003-10-31 02:50:00	18.47	22.00
2003-10-31 02:51:00	22.37	24.20
2003-10-31 02:52:00	38.27	13.10
2003-10-31 02:53:00	41.47	10.20
2003-10-31 02:54:00	37.47	6.80
2003-10-31 02:55:00	52.87	2.60
2003-10-31 02:56:00	57.07	-4.90
2003-10-31 02:57:00	38.27	-2.30
2003-10-31 02:58:00	17.37	6.40
2003-10-31 02:59:00	14.77	18.40
2003-10-31 03:00:00	28.07	12.60
2003-10-31 03:01:00	35.27	4.60
2003-10-31 03:02:00	61.27	-0.80
2003-10-31 03:03:00	44.17	-0.40
2003-10-31 03:04:00	24.17	6.10
2003-10-31 03:05:00	11.47	14.30
2003-10-31 03:06:00	11.27	17.30
2003-10-31 03:07:00	17.07	22.40
2003-10-31 03:08:00	37.87	20.20
2003-10-31 03:09:00	43.87	14.30
2003-10-31 03:10:00	49.27	12.00
2003-10-31 03:11:00	66.17	5.90
2003-10-31 03:12:00	71.97	-4.40
2003-10-31 03:13:00	59.77	-7.70
2003-10-31 03:14:00	49.77	-5.20
2003-10-31 03:15:00	47.57	-1.50
2003-10-31 03:16:00	48.87	-4.90
2003-10-31 03:17:00	44.97	-2.40
2003-10-31 03:18:00	47.07	0.40
2003-10-31 03:19:00	52.57	-0.50
2003-10-31 03:20:00	54.57	-7.40
2003-10-31 03:21:00	40.07	-7.30
2003-10-31 03:22:00	35.37	-0.90
2003-10-31 03:23:00	44.47	-0.70
2003-10-31 03:24:00	49.57	-5.60
2003-10-31 03:25:00	45.57	-9.90
2003-10-31 03:26:00	46.67	-9.60
2003-10-31 03:27:00	52.17	-13.90
2003-10-31 03:28:00	50.57	-14.50
2003-10-31 03:29:00	50.37	-16.30
2003-10-31 03:30:00	44.07	-14.90
2003-10-31 03:31:00	36.07	-12.80
2003-10-31 03:32:00	35.27	-12.40
2003-10-31 03:33:00	38.87	-14.50
2003-10-31 03:34:00	37.97	-18.30
2003-10-31 03:35:00	38.97	-14.30
2003-10-31 03:36:00	42.97	-15.20
2003-10-31 03:37:00	36.07	-14.90
2003-10-31 03:38:00	36.97	-15.40
2003-10-31 03:39:00	30.37	-18.70
2003-10-31 03:40:00	26.77	-17.60
2003-10-31 03:41:00	34.07	-20.00
2003-10-31 03:42:00	22.17	-22.50
2003-10-31 03:43:00	18.27	-16.30
2003-10-31 03:44:00	21.87	-20.00
2003-10-31 03:45:00	4.87	-17.40
2003-10-31 03:46:00	3.17	-15.70
2003-10-31 03:47:00	4.87	-14.50
2003-10-31 03:48:00	-1.23	-14.50
2003-10-31 03:49:00	-12.03	-15.80
2003-10-31 03:50:00	-5.13	-10.10
2003-10-31 03:51:00	-6.83	-16.70
2003-10-31 03:52:00	-9.93	-21.20
2003-10-31 03:53:00	-7.43	-21.20
2003-10-31 03:54:00	-20.13	-18.50
2003-10-31 03:55:00	-19.03	-12.50
2003-10-31 03:56:00	-16.23	-12.60
2003-10-31 03:57:00	-26.63	-11.50
2003-10-31 03:58:00	-24.93	-14.90
2003-10-31 03:59:00	-29.53	-11.20
2003-10-31 04:00:00	-42.93	-1.00
2003-10-31 04:01:00	-33.33	6.20
2003-10-31 04:02:00	-10.63	6.20
2003-10-31 04:03:00	-11.23	-3.70
2003-10-31 04:04:00	-18.63	-1.20
2003-10-31 04:05:00	-1.73	-4.00
2003-10-31 04:06:00	-1.13	-7.50
2003-10-31 04:07:00	-7.73	-8.40
2003-10-31 04:08:00	2.67	-9.90
2003-10-31 04:09:00	-0.53	-13.60
2003-10-31 04:10:00	-13.13	-7.30
2003-10-31 04:11:00	-13.73	4.30
2003-10-31 04:12:00	-13.13	4.40
2003-10-31 04:13:00	-17.93	1.40
2003-10-31 04:14:00	-9.53	-4.10
2003-10-31 04:15:00	2.87	-7.70
2003-10-31 04:16:00	14.67	-11.80
2003-10-31 04:17:00	11.57	-12.40
2003-10-31 04:18:00	14.87	-10.80
2003-10-31 04:19:00	19.07	-10.70
2003-10-31 04:20:00	13.77	-14.70
2003-10-31 04:21:00	11.17	-13.00
2003-10-31 04:22:00	20.27	-16.40
2003-10-31 04:23:00	18.27	-15.00
2003-10-31 04:24:00	15.67	-15.60
2003-10-31 04:25:00	13.77	-15.30
2003-10-31 04:26:00	14.27	-11.50
2003-10-31 04:27:00	15.37	-13.30
2003-10-31 04:28:00	20.57	-14.40
2003-10-31 04:29:00	18.47	-16.90
2003-10-31 04:30:00	28.17	-12.60
2003-10-31 04:31:00	24.37	-14.30
2003-10-31 04:32:00	33.17	-13.90
2003-10-31 04:33:00	34.57	-17.40
2003-10-31 04:34:00	44.57	-19.70
2003-10-31 04:35:00	48.57	-18.50
2003-10-31 04:36:00	41.67	-20.80
2003-10-31 04:37:00	23.07	-20.80
2003-10-31 04:38:00	20.47	-16.70
2003-10-31 04:39:00	20.07	-14.00
2003-10-31 04:40:00	19.67	-14.60
2003-10-31 04:41:00	20.37	-11.00
2003-10-31 04:42:00	29.57	-4.40
2003-10-31 04:43:00	39.47	0.90
2003-10-31 04:44:00	47.97	-8.00
2003-10-31 04:45:00	57.07	-10.80
2003-10-31 04:46:00	46.67	-27.70
2003-10-31 04:47:00	31.37	-21.90
2003-10-31 04:48:00	35.47	-12.80
2003-10-31 04:49:00	27.37	-16.50
2003-10-31 04:50:00	27.67	-17.90
2003-10-31 04:51:00	43.97	-16.10
2003-10-31 04:52:00	46.77	-12.10
2003-10-31 04:53:00	28.47	-21.30
2003-10-31 04:54:00	33.57	-15.10
2003-10-31 04:55:00	41.27	-0.40
2003-10-31 04:56:00	12.27	-14.10
2003-10-31 04:57:00	14.17	-11.60
2003-10-31 04:58:00	49.77	-8.40
2003-10-31 04:59:00	35.07	-8.80
2003-10-31 05:00:00	39.67	11.90
2003-10-31 05:01:00	45.87	7.10
2003-10-31 05:02:00	21.17	-9.50
2003-10-31 05:03:00	63.07	-24.40
2003-10-31 05:04:00	56.77	-24.30
2003-10-31 05:05:00	48.37	-19.20
2003-10-31 05:06:00	52.57	0.70
2003-10-31 05:07:00	31.37	-2.30
2003-10-31 05:08:00	54.47	4.90
2003-10-31 05:09:00	48.37	-32.80
2003-10-31 05:10:00	43.17	-37.70
2003-10-31 05:11:00	67.47	-19.80
2003-10-31 05:12:00	27.67	-9.70
2003-10-31 05:13:00	30.07	5.80
2003-10-31 05:14:00	45.57	-12.80
2003-10-31 05:15:00	60.97	-29.80
2003-10-31 05:16:00	82.37	-39.80
2003-10-31 05:17:00	67.57	-33.20
2003-10-31 05:18:00	47.27	-19.80
2003-10-31 05:19:00	36.27	-9.00
2003-10-31 05:20:00	40.67	-14.70
2003-10-31 05:21:00	64.57	-19.00
2003-10-31 05:22:00	57.27	-34.10
2003-10-31 05:23:00	37.87	-43.10
2003-10-31 05:24:00	49.07	-43.90
2003-10-31 05:25:00	49.37	-34.80
2003-10-31 05:26:00	54.17	-16.30
2003-10-31 05:27:00	58.87	-13.40
2003-10-31 05:28:00	53.07	-30.10
2003-10-31 05:29:00	66.47	-43.10
2003-10-31 05:30:00	81.37	-65.40
2003-10-31 05:31:00	98.17	-58.70
2003-10-31 05:32:00	73.27	-61.20
2003-10-31 05:33:00	48.37	-101.50
2003-10-31 05:34:00	171.87	-60.90
2003-10-31 05:35:00	69.07	-104.10
2003-10-31 05:36:00	30.67	-183.40
2003-10-31 05:37:00	17.87	-87.80
2003-10-31 05:38:00	26.97	-70.60
2003-10-31 05:39:00	22.97	-45.00
2003-10-31 05:40:00	24.47	-89.90
2003-10-31 05:41:00	50.27	-78.90
2003-10-31 05:42:00	-9.13	-48.80
2003-10-31 05:43:00	4.77	-42.70
2003-10-31 05:44:00	-15.73	-46.10
2003-10-31 05:45:00	44.87	-5.90
2003-10-31 05:46:00	29.47	8.70
2003-10-31 05:47:00	74.17	-55.30
2003-10-31 05:48:00	-10.33	-72.70
2003-10-31 05:49:00	19.27	-39.80
2003-10-31 05:50:00	9.47	-15.50
2003-10-31 05:51:00	27.57	-5.30
2003-10-31 05:52:00	68.77	-3.90
2003-10-31 05:53:00	69.67	-28.20
2003-10-31 05:54:00	70.77	-41.40
2003-10-31 05:55:00	69.37	-45.30
2003-10-31 05:56:00	47.37	-16.80
2003-10-31 05:57:00	63.37	3.20
2003-10-31 05:58:00	99.27	-45.50
2003-10-31 05:59:00	65.27	-107.80
2003-10-31 06:00:00	-15.93	-17.40
2003-10-31 06:01:00	45.97	-1.10
2003-10-31 06:02:00	-27.13	-28.20
2003-10-31 06:03:00	63.77	12.00
2003-10-31 06:04:00	99.47	-5.70
2003-10-31 06:05:00	78.77	-67.20
2003-10-31 06:06:00	25.57	-40.50
2003-10-31 06:07:00	62.17	0.10
2003-10-31 06:08:00	63.47	-25.50
2003-10-31 06:09:00	59.57	-21.20
2003-10-31 06:10:00	73.67	-12.00
2003-10-31 06:11:00	51.37	-34.30
2003-10-31 06:12:00	66.47	-58.20
2003-10-31 06:13:00	85.67	-68.30
2003-10-31 06:14:00	50.47	-52.50
2003-10-31 06:15:00	77.07	-22.30
2003-10-31 06:16:00	44.17	-53.10
2003-10-31 06:17:00	20.77	-16.30
2003-10-31 06:18:00	10.87	-9.90
2003-10-31 06:19:00	45.77	-23.30
2003-10-31 06:20:00	78.47	-47.50
2003-10-31 06:21:00	-5.13	-2.20
2003-10-31 06:22:00	71.17	20.10
2003-10-31 06:23:00	110.57	-60.40
2003-10-31 06:24:00	79.37	-99.80
2003-10-31 06:25:00	-4.03	-34.00
2003-10-31 06:26:00	72.47	-0.20
2003-10-31 06:27:00	88.27	-71.20
2003-10-31 06:28:00	-12.73	-54.10
2003-10-31 06:29:00	71.07	-2.00
2003-10-31 06:30:00	82.97	-40.00
2003-10-31 06:31:00	8.37	-28.90
2003-10-31 06:32:00	54.37	-1.80
2003-10-31 06:33:00	94.07	-32.40
2003-10-31 06:34:00	24.07	-46.90
2003-10-31 06:35:00	12.27	-8.90
2003-10-31 06:36:00	114.07	-6.30
2003-10-31 06:37:00	71.17	-58.50
2003-10-31 06:38:00	20.67	-39.30
2003-10-31 06:39:00	101.27	-23.80
2003-10-31 06:40:00	57.07	-46.30
2003-10-31 06:41:00	62.57	-28.10
2003-10-31 06:42:00	69.17	-37.30
2003-10-31 06:43:00	58.57	-12.80
2003-10-31 06:44:00	79.37	-28.90
2003-10-31 06:45:00	72.57	-57.30
2003-10-31 06:46:00	38.77	-34.20
2003-10-31 06:47:00	85.57	-4.30
2003-10-31 06:48:00	71.37	-56.10
2003-10-31 06:49:00	89.07	-67.70
2003-10-31 06:50:00	36.77	-39.10
2003-10-31 06:51:00	126.97	-1.80
2003-10-31 06:52:00	54.57	-73.70
2003-10-31 06:53:00	35.47	-64.80
2003-10-31 06:54:00	125.07	-31.90
2003-10-31 06:55:00	87.57	-27.50
2003-10-31 06:56:00	70.27	-27.60
2003-10-31 06:57:00	102.57	-42.50
2003-10-31 06:58:00	61.57	-34.00
2003-10-31 06:59:00	96.87	-28.90
2003-10-31 07:00:00	76.97	-48.30
2003-10-31 07:01:00	59.07	-40.70
2003-10-31 07:02:00	128.17	-2.60
2003-10-31 07:03:00	87.07	-45.60
2003-10-31 07:04:00	46.37	-45.90
2003-10-31 07:05:00	125.37	-27.40
2003-10-31 07:06:00	90.97	-26.40
2003-10-31 07:07:00	88.87	-47.10
2003-10-31 07:08:00	91.87	-59.00
2003-10-31 07:09:00	67.97	-41.10
2003-10-31 07:10:00	77.27	-38.10
2003-10-31 07:11:00	129.97	-58.40
2003-10-31 07:12:00	55.17	-47.30
2003-10-31 07:13:00	31.27	-61.50
2003-10-31 07:14:00	128.57	-24.90
2003-10-31 07:15:00	122.07	-22.90
2003-10-31 07:16:00	39.47	-65.30
2003-10-31 07:17:00	80.97	-57.40
2003-10-31 07:18:00	127.37	-36.50
2003-10-31 07:19:00	103.67	-49.80
2003-10-31 07:20:00	53.97	-58.60
2003-10-31 07:21:00	104.17	4.40
2003-10-31 07:22:00	114.17	-15.30
2003-10-31 07:23:00	72.47	-85.90
2003-10-31 07:24:00	33.37	-64.30
2003-10-31 07:25:00	120.57	-16.40
2003-10-31 07:26:00	127.87	-9.90
2003-10-31 07:27:00	40.37	-49.10
2003-10-31 07:28:00	79.87	-50.80
2003-10-31 07:29:00	144.57	-33.70
2003-10-31 07:30:00	116.77	-57.90
2003-10-31 07:31:00	27.67	-39.90
2003-10-31 07:32:00	102.87	-6.60
2003-10-31 07:33:00	140.37	-16.50
2003-10-31 07:34:00	102.87	-51.10
2003-10-31 07:35:00	39.67	-36.80
2003-10-31 07:36:00	89.87	-39.30
2003-10-31 07:37:00	137.87	-56.70
2003-10-31 07:38:00	134.07	-66.40
2003-10-31 07:39:00	68.07	-32.40
2003-10-31 07:40:00	95.47	-22.40
2003-10-31 07:41:00	112.47	-20.30
2003-10-31 07:42:00	110.57	-30.50
2003-10-31 07:43:00	73.37	-53.50
2003-10-31 07:44:00	49.67	-28.80
2003-10-31 07:45:00	107.67	-7.50
2003-10-31 07:46:00	124.37	-16.80
2003-10-31 07:47:00	88.97	-55.90
2003-10-31 07:48:00	68.97	-29.60
2003-10-31 07:49:00	114.87	-10.40
2003-10-31 07:50:00	121.17	-39.00
2003-10-31 07:51:00	91.07	-44.90
2003-10-31 07:52:00	49.47	-60.80
2003-10-31 07:53:00	107.47	-2.10
2003-10-31 07:54:00	128.47	12.30
2003-10-31 07:55:00	111.27	0.50
2003-10-31 07:56:00	75.17	-46.00
2003-10-31 07:57:00	108.67	-55.10
2003-10-31 07:58:00	104.47	-30.80
2003-10-31 07:59:00	82.87	-15.30
2003-10-31 08:00:00	85.67	-5.00
2003-10-31 08:01:00	118.87	-7.70
2003-10-31 08:02:00	112.97	-13.80
2003-10-31 08:03:00	114.57	-13.80
2003-10-31 08:04:00	105.67	-40.70
2003-10-31 08:05:00	92.77	-47.20
2003-10-31 08:06:00	72.87	-38.20
2003-10-31 08:07:00	81.27	-29.00
2003-10-31 08:08:00	116.77	-16.80
2003-10-31 08:09:00	114.07	-3.30
2003-10-31 08:10:00	110.37	0.10
2003-10-31 08:11:00	96.47	-13.30
2003-10-31 08:12:00	132.97	-17.10
2003-10-31 08:13:00	109.37	-22.70
2003-10-31 08:14:00	62.47	-8.20
2003-10-31 08:15:00	63.27	-6.20
2003-10-31 08:16:00	74.27	-11.80
2003-10-31 08:17:00	119.87	-13.50
2003-10-31 08:18:00	96.07	2.10
2003-10-31 08:19:00	78.67	5.00
2003-10-31 08:20:00	114.57	-7.70
2003-10-31 08:21:00	144.27	-25.20
2003-10-31 08:22:00	101.97	-24.50
2003-10-31 08:23:00	78.77	-8.90
2003-10-31 08:24:00	86.67	-7.70
2003-10-31 08:25:00	117.37	-15.90
2003-10-31 08:26:00	107.67	2.80
2003-10-31 08:27:00	96.37	-5.70
2003-10-31 08:28:00	124.27	-19.30
2003-10-31 08:29:00	141.87	-19.10
2003-10-31 08:30:00	122.77	-17.60
2003-10-31 08:31:00	96.17	-11.40
2003-10-31 08:32:00	99.77	-19.50
2003-10-31 08:33:00	112.47	-19.10
2003-10-31 08:34:00	99.97	-5.10
2003-10-31 08:35:00	104.77	-2.30
2003-10-31 08:36:00	111.17	-8.50
2003-10-31 08:37:00	122.97	-14.10
2003-10-31 08:38:00	104.67	-15.20
2003-10-31 08:39:00	106.67	-22.50
2003-10-31 08:40:00	117.57	-26.00
2003-10-31 08:41:00	108.07	-17.80
2003-10-31 08:42:00	124.57	-5.00
2003-10-31 08:43:00	110.87	1.90
2003-10-31 08:44:00	62.27	-1.20
2003-10-31 08:45:00	61.37	-30.40
2003-10-31 08:46:00	94.27	-42.70
2003-10-31 08:47:00	100.47	-27.60
2003-10-31 08:48:00	119.87	-18.50
2003-10-31 08:49:00	124.67	-12.60
2003-10-31 08:50:00	145.17	-13.50
2003-10-31 08:51:00	121.37	-13.00
2003-10-31 08:52:00	107.67	-5.80
2003-10-31 08:53:00	86.27	-3.10
2003-10-31 08:54:00	60.07	-10.40
2003-10-31 08:55:00	83.67	-14.40
2003-10-31 08:56:00	87.97	-3.40
2003-10-31 08:57:00	100.57	4.20
2003-10-31 08:58:00	115.57	-7.90
2003-10-31 08:59:00	115.67	-20.60
2003-10-31 09:00:00	119.47	-18.70
2003-10-31 09:01:00	131.67	-18.60
2003-10-31 09:02:00	120.47	-16.80
2003-10-31 09:03:00	84.07	-12.40
2003-10-31 09:04:00	83.17	-14.20
2003-10-31 09:05:00	91.87	-13.10
2003-10-31 09:06:00	106.47	-11.80
2003-10-31 09:07:00	111.57	-15.30
2003-10-31 09:08:00	116.17	-15.80
2003-10-31 09:09:00	122.97	-17.60
2003-10-31 09:10:00	111.37	-24.60
2003-10-31 09:11:00	81.57	-23.30
2003-10-31 09:12:00	71.37	-17.10
2003-10-31 09:13:00	78.17	-7.40
2003-10-31 09:14:00	111.37	-5.10
2003-10-31 09:15:00	120.57	-11.10
2003-10-31 09:16:00	97.87	-11.30
2003-10-31 09:17:00	130.47	-25.10
2003-10-31 09:18:00	160.87	-32.80
2003-10-31 09:19:00	139.87	-17.20
2003-10-31 09:20:00	96.77	-5.80
2003-10-31 09:21:00	67.37	-5.80
2003-10-31 09:22:00	87.97	-15.70
2003-10-31 09:23:00	94.07	-12.60
2003-10-31 09:24:00	98.87	-11.40
2003-10-31 09:25:00	113.17	-20.40
2003-10-31 09:26:00	108.17	-29.40
2003-10-31 09:27:00	94.07	-32.40
2003-10-31 09:28:00	143.07	-49.80
2003-10-31 09:29:00	125.47	-18.60
2003-10-31 09:30:00	125.47	-7.40
2003-10-31 09:31:00	147.27	-21.60
2003-10-31 09:32:00	78.67	3.80
2003-10-31 09:33:00	26.87	12.80
2003-10-31 09:34:00	74.17	-18.60
2003-10-31 09:35:00	96.17	-24.60
2003-10-31 09:36:00	99.27	-12.40
2003-10-31 09:37:00	100.57	-17.20
2003-10-31 09:38:00	121.77	-31.30
2003-10-31 09:39:00	128.77	-33.60
2003-10-31 09:40:00	110.97	-23.10
2003-10-31 09:41:00	89.97	-12.00
2003-10-31 09:42:00	89.07	-11.30
2003-10-31 09:43:00	91.27	-14.20
2003-10-31 09:44:00	91.97	-12.00
2003-10-31 09:45:00	92.47	-9.80
2003-10-31 09:46:00	66.17	-18.50
2003-10-31 09:47:00	148.97	-50.90
2003-10-31 09:48:00	149.97	-35.40
2003-10-31 09:49:00	129.37	2.40
2003-10-31 09:50:00	83.27	-2.00
2003-10-31 09:51:00	73.97	-11.20
2003-10-31 09:52:00	42.47	-3.40
2003-10-31 09:53:00	62.27	-12.40
2003-10-31 09:54:00	86.37	-26.90
2003-10-31 09:55:00	78.07	-17.30
2003-10-31 09:56:00	82.07	-18.10
2003-10-31 09:57:00	103.27	-30.30
2003-10-31 09:58:00	112.47	-28.50
2003-10-31 09:59:00	102.57	-17.90
2003-10-31 10:00:00	102.97	-18.70
2003-10-31 10:01:00	101.37	-22.70
2003-10-31 10:02:00	97.67	-23.10
2003-10-31 10:03:00	89.97	-14.40
2003-10-31 10:04:00	86.87	-8.60
2003-10-31 10:05:00	86.07	-12.60
2003-10-31 10:06:00	147.27	-41.60
2003-10-31 10:07:00	136.27	-23.00
2003-10-31 10:08:00	95.67	7.30
2003-10-31 10:09:00	61.97	4.80
2003-10-31 10:10:00	97.57	-23.70
2003-10-31 10:11:00	107.77	-34.80
2003-10-31 10:12:00	119.87	-33.20
2003-10-31 10:13:00	137.67	-35.50
2003-10-31 10:14:00	128.97	-25.00
2003-10-31 10:15:00	138.57	-24.20
2003-10-31 10:16:00	110.67	-13.80
2003-10-31 10:17:00	61.47	-4.40
2003-10-31 10:18:00	20.37	6.20
2003-10-31 10:19:00	19.27	3.80
2003-10-31 10:20:00	41.47	-5.30
2003-10-31 10:21:00	67.07	-13.30
2003-10-31 10:22:00	89.47	-19.40
2003-10-31 10:23:00	108.37	-27.00
2003-10-31 10:24:00	117.87	-28.50
2003-10-31 10:25:00	109.07	-27.40
2003-10-31 10:26:00	99.67	-20.10
2003-10-31 10:27:00	100.67	-18.00
2003-10-31 10:28:00	89.97	-14.10
2003-10-31 10:29:00	76.37	-11.80
2003-10-31 10:30:00	74.27	-10.40
2003-10-31 10:31:00	84.97	-9.00
2003-10-31 10:32:00	86.57	-4.20
2003-10-31 10:33:00	86.47	-4.10
2003-10-31 10:34:00	89.67	-8.60
2003-10-31 10:35:00	98.57	-12.20
2003-10-31 10:36:00	113.57	-20.80
2003-10-31 10:37:00	112.67	-21.60
2003-10-31 10:38:00	109.97	-20.80
2003-10-31 10:39:00	100.67	-16.50
2003-10-31 10:40:00	94.57	-12.80
2003-10-31 10:41:00	83.47	-8.50
2003-10-31 10:42:00	88.77	-18.00
2003-10-31 10:43:00	114.17	-26.20
2003-10-31 10:44:00	140.87	-26.40
2003-10-31 10:45:00	130.07	-20.20
2003-10-31 10:46:00	106.77	-20.50
2003-10-31 10:47:00	91.07	-17.90
2003-10-31 10:48:00	56.77	-3.00
2003-10-31 10:49:00	92.67	-26.30
2003-10-31 10:50:00	150.77	-31.10
2003-10-31 10:51:00	177.67	-28.10
2003-10-31 10:52:00	181.97	-30.70
2003-10-31 10:53:00	149.67	-27.10
2003-10-31 10:54:00	100.67	-16.00
2003-10-31 10:55:00	73.67	-6.00
2003-10-31 10:56:00	76.87	-8.30
2003-10-31 10:57:00	95.07	-23.00
2003-10-31 10:58:00	110.07	-30.40
2003-10-31 10:59:00	145.87	-44.20
2003-10-31 11:00:00	164.07	-42.70
2003-10-31 11:01:00	134.27	-31.10
2003-10-31 11:02:00	165.97	-50.10
2003-10-31 11:03:00	112.97	-21.60
2003-10-31 11:04:00	85.57	-16.40
2003-10-31 11:05:00	36.47	-1.30
2003-10-31 11:06:00	80.17	-27.00
2003-10-31 11:07:00	119.07	-26.20
2003-10-31 11:08:00	181.37	-35.00
2003-10-31 11:09:00	159.37	-41.30
2003-10-31 11:10:00	112.97	-24.40
2003-10-31 11:11:00	52.37	-9.30
2003-10-31 11:12:00	70.67	-21.00
2003-10-31 11:13:00	170.67	-53.50
2003-10-31 11:14:00	229.27	-11.70
2003-10-31 11:15:00	147.97	-7.70
2003-10-31 11:16:00	143.67	-64.80
2003-10-31 11:17:00	69.37	-9.10
2003-10-31 11:18:00	119.97	-61.00
